,message,label
1099,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,nonspam
1100,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,nonspam
1101,You busy or can I come by at some point and figure out what we're doing tomorrow,nonspam
1102,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",nonspam
1103,Black shirt n blue jeans... I thk i c ü...,nonspam
1104,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,nonspam
1105,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,spam
1106,on hen night. Going with a swing,nonspam
1107,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",nonspam
1108,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,nonspam
1109,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),nonspam
1110,S s..first time..dhoni rocks...,nonspam
1111,Ok ill tell the company,nonspam
1112,"Awesome, think we can get an 8th at usf some time tonight?",nonspam
1113,So that means you still think of teju,nonspam
1114,"No I'm good for the movie, is it ok if I leave in an hourish?",nonspam
1115,No no:)this is kallis home ground.amla home town is durban:),nonspam
1116,So lets make it saturday or monday as per convenience.,nonspam
1117,Hey... What time is your driving on fri? We go for evaluation on fri?,nonspam
1118,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam
1119,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,nonspam
1120,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam
1121,Cancel cheyyamo?and get some money back?,nonspam
1122,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam
1123,Ok.ok ok..then..whats ur todays plan,nonspam
1124,Good morning princess! How are you?,nonspam
1125,Aiyar sorry lor forgot 2 tell u...,nonspam
1126,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
1127,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,nonspam
1128,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",nonspam
1129,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam
1130,"So check your errors and if you had difficulties, do correction.",nonspam
1131,Howz pain?hope u r fine..,nonspam
1132,"Sorry, I'll call later",nonspam
1133,Good morning princess! How are you?,nonspam
1134,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",nonspam
1135,U wake up already? Thanx 4 e tau sar piah it's quite nice.,nonspam
1136,K do I need a login or anything,nonspam
1137,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam
1138,LOL ... No just was busy,nonspam
1139,What * u wearing?,nonspam
1140,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,nonspam
1141,Oh:)as usual vijay film or its different?,nonspam
1142,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
1143,Have you had a good day? Mine was really busy are you up to much tomorrow night?,nonspam
1144,And is there a way you can send shade's stuff to her. And she has been wonderful too.,nonspam
1145,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,nonspam
1146,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam
1147,Babe ? I lost you ... :-(,nonspam
1148,Ok... Help me ask if she's working tmr a not?,nonspam
1149,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,nonspam
1150,Not a drop in the tank,nonspam
1151,(That said can you text him one more time?),nonspam
1152,"Sorry, I'll call later",nonspam
1153,Ok i go change also...,nonspam
1154,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam
1155,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,nonspam
1156,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",nonspam
1157,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,nonspam
1158,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,nonspam
1159,Hey! There's veggie pizza... :/,nonspam
1160,Yun buying... But school got offer 2000 plus only...,nonspam
1161,You sure your neighbors didnt pick it up,nonspam
1162,K. I will sent it again,nonspam
1163,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam
1164,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",nonspam
1165,Well. Im computerless. Time to make some oreo truffles,nonspam
1166,"Haha yeah I see that now, be there in a sec",nonspam
1167,I am not having her number sir,nonspam
1168,Lol now I'm after that hot air balloon!,nonspam
1169,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,nonspam
1170,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,nonspam
1171,"Yeah, we can probably swing by once my roommate finishes up with his girl",nonspam
1172,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
1173,Happy new years melody!,nonspam
1174,Ü dun need to pick ur gf?,nonspam
1175,Yay! You better not have told that to 5 other girls either.,nonspam
1176,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,nonspam
1177,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",nonspam
1178,Just nw i came to hme da..,nonspam
1179,"I'm outside islands, head towards hard rock and you'll run into me",nonspam
1180,To day class is there are no class.,nonspam
1181,I'm in chennai velachery:),nonspam
1182,You flippin your shit yet?,nonspam
1183,"K give me a sec, breaking a  &lt;#&gt;  at cstore",nonspam
1184,Am i that much bad to avoid like this?,nonspam
1185,"Yo, you around? Just got my car back",nonspam
1186,Annoying isn't it.,nonspam
1187,"Goodmorning, Today i am late for  &lt;#&gt; min.",nonspam
1188,There's no point hangin on to mr not right if he's not makin u happy,nonspam
1189,All will come alive.better correct any good looking figure there itself..,nonspam
1190,In that case I guess I'll see you at campus lodge,nonspam
1191,We're done...,nonspam
1192,Come to my home for one last time i wont do anything. Trust me.,nonspam
1193,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,nonspam
1194,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam
1195,Ok... C ya...,nonspam
1196,You have 1 new voicemail. Please call 08719181503,spam
1197,What he said is not the matter. My mind saying some other matter is there.,nonspam
1198,He also knows about lunch menu only da. . I know,nonspam
1199,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",nonspam
1200,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,nonspam
1201,Otherwise had part time job na-tuition..,nonspam
1202,I know she called me,nonspam
1203,"Me also da, i feel yesterday night  wait til 2day night dear.",nonspam
1204,Thanks for understanding. I've been trying to tell sura that.,nonspam
1205,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
1206,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,nonspam
1207,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam
1208,I need you to be in my strong arms...,nonspam
1209,Also maaaan are you missing out,nonspam
1210,His bday real is in april .,nonspam
1211,Guessin you ain't gonna be here before 9?,nonspam
1212,Ok then i will come to ur home after half an hour,nonspam
1213,"Yo, the game almost over? Want to go to walmart soon",nonspam
1214,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",nonspam
1215,I'll text now! All creepy like so he won't think that we forgot,nonspam
1216,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",nonspam
1217,You have 1 new voicemail. Please call 08719181513.,spam
1218,"Damn, can you make it tonight or do you want to just wait til tomorrow",nonspam
1219,K..k..i'm also fine:)when will you complete the course?,nonspam
1220,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",nonspam
1221,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
1222,Prakesh is there know.,nonspam
1223,Teach me apps da. When you come to college.,nonspam
1224,Rofl betta invest in some  anti aging products,nonspam
1225,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
1226,"sir, you will receive the account no another 1hr time. Sorry for the delay.",nonspam
1227,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam
1228,So ü'll be submitting da project tmr rite?,nonspam
1229,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam
1230,Jus ans me lar. U'll noe later.,nonspam
1231,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,nonspam
1232,have got * few things to do. may be in * pub later.,nonspam
1233,1's finish meeting call me.,nonspam
1234,Lol ok. I'll snatch her purse too.,nonspam
1235,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,nonspam
1236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,nonspam
1237,How much are we getting?,nonspam
1238,Is ur paper in e morn or aft tmr?,nonspam
1239,"Dear relieved of westonzoyland, all going to plan this end too!",nonspam
1240,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,nonspam
1241,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,nonspam
1242,"I want to show you the world, princess :) how about europe?",nonspam
1243,Nobody can decide where to eat and dad wants Chinese,nonspam
1244,No shoot me. I'm in the docs waiting room. :/,nonspam
1245,Now? I'm going out 4 dinner soon..,nonspam
1246,Hello which the site to download songs its urgent pls,nonspam
1247,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",nonspam
1248,Horrible gal. Me in sch doing some stuff. How come u got mc?,nonspam
1249,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",nonspam
1250,"I call you later, don't have network. If urgnt, sms me.",nonspam
1251,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,nonspam
1252,Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam
1253,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,nonspam
1254,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,nonspam
1255,What your plan for pongal?,nonspam
1256,Just wait till end of march when el nino gets himself. Oh.,nonspam
1257,"Not yet chikku..going to room nw, i'm in bus..",nonspam
1258,Am also doing in cbe only. But have to pay.,nonspam
1259,Honey boo I'm missing u.,nonspam
1260,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",nonspam
1261,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",nonspam
1262,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",nonspam
1263,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam
1264,Ok. No wahala. Just remember that a friend in need ...,nonspam
1265,I will see in half an hour,nonspam
1266,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",nonspam
1267,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",nonspam
1268,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,nonspam
1269,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
1270,"Tee hee. Off to lecture, cheery bye bye.",nonspam
1271,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",nonspam
1272,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,nonspam
1273,Ok...,nonspam
1274,network operator. The service is free. For T & C's visit 80488.biz,spam
1275,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,nonspam
1276,Wot u up 2 u weirdo?,nonspam
1277,Can do lor...,nonspam
1278,Dont put your phone on silent mode ok,nonspam
1279,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,nonspam
1280,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,nonspam
1281,Oh ho. Is this the first time u use these type of words,nonspam
1282,Am I the only one who doesn't stalk profiles?,nonspam
1283,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",nonspam
1284,Yes i thought so. Thanks.,nonspam
1285,But if she.s drinkin i'm ok.,nonspam
1286,"Just wondering, the others just took off",nonspam
1287,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",nonspam
1288,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",nonspam
1289,Happy new year to u too!,nonspam
1290,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",nonspam
1291,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,nonspam
1292,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",nonspam
1293,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,nonspam
1294,Happy birthday... May all ur dreams come true...,nonspam
1295,Aiyah u did ok already lar. E nydc at wheellock?,nonspam
1296,TELL HER I SAID EAT SHIT.,nonspam
1297,Sure! I am driving but will reach my destination soon.,nonspam
1298,"K so am I, how much for an 8th? Fifty?",nonspam
1299,Your daily text from me – a favour this time,nonspam
1300,Great to hear you are settling well. So what's happenin wit ola?,nonspam
1301,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,nonspam
1302,I tot u reach liao. He said t-shirt.,nonspam
1303,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",nonspam
1304,I cant pick the phone right now. Pls send a message,nonspam
1305,Your right! I'll make the appointment right now.,nonspam
1306,Designation is software developer and may be she get chennai:),nonspam
1307,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam
1308,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
1309,I jokin oni lar.. Ü busy then i wun disturb ü.,nonspam
1310,"Ok, be careful ! Don't text and drive !",nonspam
1311,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",nonspam
1312,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,nonspam
1313,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,nonspam
1314,How abt making some of the pics bigger?,nonspam
1315,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,nonspam
1316,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",nonspam
1317,Why nothing. Ok anyway give me treat,nonspam
1318,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
1319,Ok...,nonspam
1320,Correct. So how was work today,nonspam
1321,"Just sent again. Do you scream and moan in bed, princess?",nonspam
1322,"I wake up long ago already... Dunno, what other thing?",nonspam
1323,Oh just getting even with u.... u?,nonspam
1324,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,nonspam
1325,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,nonspam
1326,Yeah jay's sort of a fucking retard,nonspam
1327,"Sorry, was in the bathroom, sup",nonspam
1328,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam
1329,My exam is for february 4. Wish you a great day.,nonspam
1330,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,nonspam
1331,"Aight no rush, I'll ask jay",nonspam
1332,Good Morning plz call me sir,nonspam
1333,It's ok lar. U sleep early too... Nite...,nonspam
1334,"Oh... Icic... K lor, den meet other day...",nonspam
1335,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",nonspam
1336,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",nonspam
1337,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",nonspam
1338,Then she buying today? Ü no need to c meh...,nonspam
1339,Aight sorry I take ten years to shower. What's the plan?,nonspam
1340,Every monday..nxt week vl be completing..,nonspam
1341,Might ax well im there.,nonspam
1342,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,nonspam
1343,Yeah I'll try to scrounge something up,nonspam
1344,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,nonspam
1345,Were somewhere on Fredericksburg,nonspam
1346,Que pases un buen tiempo or something like that,nonspam
1347,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,nonspam
1348,She doesnt need any test.,nonspam
1349,"Nothing much, chillin at home. Any super bowl plan?",nonspam
1350,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam
1351,Bugis oso near wat... ,nonspam
1352,Yo theres no class tmrw right?,nonspam
1353,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,nonspam
1354,"Goodnight, sleep well da please take care pa. Please.",nonspam
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,nonspam
1356,Convey my regards to him,nonspam
1357,U ned to convince him tht its not possible witot hurting his feeling its the main,nonspam
1358,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",nonspam
1359,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,nonspam
1360,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",nonspam
1361,Yo dude guess who just got arrested the other day,nonspam
1362,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,nonspam
1363,What does the dance river do?,nonspam
1364,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",nonspam
1365,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,nonspam
1366,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
1367,Bbq this sat at mine from 6ish. Ur welcome 2 come,nonspam
1368,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",nonspam
1369,Alright. I'm out--have a good night!,nonspam
1370,Did you try making another butt.,nonspam
1371,Hope you are feeling great. Pls fill me in. Abiola,nonspam
1372,I though we shd go out n have some fun so bar in town or something – sound ok?,nonspam
1373,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",nonspam
1374,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
1375,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam
1376,We're finally ready fyi,nonspam
1377,Auntie huai juan never pick up her phone,nonspam
1378,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
1379,"Ya tel, wats ur problem..",nonspam
1380,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
1381,i dnt wnt to tlk wid u,nonspam
1382,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",nonspam
1383,Its ok my arm is feeling weak cuz i got a shot so we can go another time,nonspam
1384,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,nonspam
1385,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",nonspam
1386,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,nonspam
1387,All e best 4 ur exam later.,nonspam
1388,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,nonspam
1389,Oh k.i think most of wi and nz players unsold.,nonspam
1390,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",nonspam
1391,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",nonspam
1392,"Haha just kidding, papa needs drugs",nonspam
1393,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",nonspam
1394,Oh ok..,nonspam
1395,R we still meeting 4 dinner tonight?,nonspam
1396,Thats cool! I am a gentleman and will treat you with dignity and respect.,nonspam
1397,Shall i start from hear.,nonspam
1398,Then we wait 4 u lor... No need 2 feel bad lar...,nonspam
1399,No did you check? I got his detailed message now,nonspam
1400,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,nonspam
1401,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",nonspam
1402,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,nonspam
1403,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,nonspam
1404,cool. We will have fun practicing making babies!,nonspam
1405,Actually getting ready to leave the house.,nonspam
1406,K..k..any special today?,nonspam
1407,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam
1408,Then we gotta do it after that,nonspam
1409,"I've got ten bucks, jay is being noncomittal",nonspam
1410,Where at were hungry too,nonspam
1411,Pls speak to that customer machan.,nonspam
1412,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,nonspam
1413,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",nonspam
1414,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam
1415,So wats ur opinion abt him and how abt is character?,nonspam
1416,Jay is snickering and tells me that x is totally fucking up the chords as we speak,nonspam
1417,No..few hours before.went to hair cut .,nonspam
1418,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,nonspam
1419,Lmao. Take a pic and send it to me.,nonspam
1420,Speak only when you feel your words are better than the silence... Gud mrng:-),nonspam
1421,No. She's currently in scotland for that.,nonspam
1422,Do you work all this week ?,nonspam
1423,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam
1424,Lol great now im getting hungry.,nonspam
1425,Yes.. now only saw your message..,nonspam
1426,I'll be at mu in like  &lt;#&gt;  seconds,nonspam
1427,Ok...,nonspam
1428,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,nonspam
1429,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",nonspam
1430,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam
1431,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,nonspam
1432,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",nonspam
1433,Thanks for ve lovely wisheds. You rock,nonspam
1434,You intrepid duo you! Have a great time and see you both soon. ,nonspam
1435,I asked sen to come chennai and search for job.,nonspam
1436,Dad went out oredi... ,nonspam
1437,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",nonspam
1438,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,nonspam
1439,"Arms fine, how's Cardiff and uni? ",nonspam
1440,In fact when do you leave? I think addie goes back to school tues or wed,nonspam
1441,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",nonspam
1442,Ya:)going for restaurant..,nonspam
1443,"Its ok., i just askd did u knw tht no?",nonspam
1444,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
1445,Those ducking chinchillas,nonspam
1446,I am in a marriage function,nonspam
